image_id,disease,location,organ
27326388_f1-tm-14-01,Polycythemia,,Lung
27326388_f1-tm-14-01,COPD,,Lung
32528842_fig3,small cell carcinoma,mucosa,trachea
21414214_F1,Lung cancer,,Lung(s)
31821107_f6,mdx,,gastrocnemius muscles
27365560_F2,Emphysema,Right upper lung zone,Lung
32461377_f4,Breast cancer,,breast
32461377_f4,Lung cancer,,lung
21414214_F2,primary tumor,,thoracic cavity
21414214_F2,hydrothorax,around the lung,pleural cavity
27366341_fig2,Pleural effusion,Lower lung fields,Pleurium
32524782_F5,Cancer,Residual tumor,Rectum
21418591_F7,Lung cancer,,lungs
27330953_fig3,,,chest
21418591_F8,Lung cancer,,lungs
27877062_f1-ccid-9-443,Psoriasis,,Not specified
32636416_Fig4,Oral Lesional Reaction,,Tongue
27882259_fig1,right lung agenesis,,lungs
27882259_fig1,dextrocardia,,heart
21293066_F1,hepatic tumor,liver tissue,Liver
32384463_F1,Spinal Cord Infiltration,C7 to T7 vertebrae,Spine
28008207_fig2-1,,lower lobes,lungs
32818094_fig5,Inflammatory cell infiltration,within the sclera,sclera
32818094_fig5,Coagulative necrosis,within the sclera,sclera
21607644_Fig2,Schatzker type IV fracture,proximal tibia near the knee joint,tibia
32384463_F4,Paraplegia,,Spinal cord
32384463_F4,Hematoma,,Spinal cord
28008207_fig2-2,,medial aspect between the fourth and fifth thoracic vertebrae,thorax
32764839_fig_001,,cell pellets of pleural cavity lavage (PCL) and pleura,pleura
21529357_F3,mediastinitis,,mediastinum
21529357_F3,mediastinitis,mid-chest,mediastinum
21529357_F3,mediastinitis,,sternum
32494372_F1,Dural arteriovenous fistula,Dura mater,Brain
32494372_F1,Dural arteriovenous fistula,Dura mater,Brain
28008207_fig4,,Right lobe,Lung
32679837_molecules-25-03230-f007,Tumor Necrosis,,Erythema
32494392_F4,cystic masses,the presacral region,spleen
28163431_F1,,right,neck
32494387_F2,Retro-odontoid pannus,,os calcis
32494387_F2,Craniocervical stenosis,,spinal cord
32494387_F2,Myelomalacia,,spinal cord
28163438_F1,,left upper zone,lung
28163438_F1,,right lower zone,lung
32509254_F3,hyper-intense lesion,left frontal lobe,brain
28491995_f0025,,"sternal wires appear as thin radiopaque lines along midline in PA view; permanent pacer wires are radiopaque lines extending from upper chest towards heart, more curved in lateral view",chest
32421768_msaa121-F1,,,
33384751_fig0005,Hypointense Lesion,extracranial subcutaneous tissues of the forehead,Corpus callosum
28491491_fig1,Pleural Effusion,Right-sided,Thoracic Cavity (Pleurium)
28491491_fig1,Calcified Pleural Plaques,Bilateral,Pleurium
28491491_fig1,Diaphragmatic Plaques,,Diaphragm
32421768_msaa121-F2,,maternal follicle,embryo
28463743_fig0005,Right pleural effusion,,Pleur
28463743_fig0005,Collapse consolidation,Right lower lobe,Lung
32923729_fig3,,uriniferous tubules,kidney
32923729_fig3,,,blood
21789405_f3-cln_66p929,Sternal Rotational Abnormality,,sternum
21789405_f3-cln_66p929,Thoracic Scoliosis,,spine
21789405_f3-cln_66p929,Elevated Left Scapula,left upper thorax,scapula
32599969_F1,,biparietal area on the right side,brain
28493877_pone.0175476.g001,,,
33062352_fig3,hepatocellular carcinoma,,liver
33062352_fig3,hepatocellular carcinoma,tumor,liver
21789405_f4-cln_66p929,Muscle,,chest
28474657_F5,,trachea,chest
33062352_fig4,tumor,left side,skin
21655173_F0001,renal enlargement,diffuse,kidney
33446986_F1,,grey-white matter junction,cerebral hemisphere
28474658_F1,hydropneumothorax,left-sided,lungs
33019652_cancers-12-02838-f001,,,brain
21712913_F0002,tumor,right,maxillary sinus
33489516_FIG1,Giant Cell Tumor (GCT),,Sacrum
28474664_F1,Papillary Adenocarcinoma,Within the lung tissue,Lung
33066162_brainsci-10-00731-f010,,,sciatic nerve
21535880_F1,pectus excavatum,,chest
33441584_Fig1,,intercalated into the intracranial space,intracranial volume
28474665_F1,Pneumonia with pleural effusion,Left side,Lungs
28474665_F1,Interstitial Lung Disease,Left upper zone,Lungs
28474665_F1,Pulmonary Hilum Tumor,Left upper zone,Lungs
33066529_cancers-12-02977-f004,,,muscularis mucosae
21535880_F3,annuloaortic ectasia,,aorta
33166292_pone.0235239.g002,Inflammation,defect,Tendon
21535880_F4,,ascending aorta,aorta
28828103_fig1,Tension hemopneumothorax,,Lung(s)
28828103_fig1,Mediastinal shift,,Chest
33204560_fig2,,mature white adipose tissue,Abdominal
33204560_fig2,,smooth muscle at the periphery,Hepatic
21569414_F1,tumor,right side,larynx
28828103_fig2,large circumscribed rounded mass,,left midchest
21569414_F2,Postoperative thyrotomy cartilage defect,Right thyrotomy cartilage defect of the right thyroid head,thyroid
21569414_F2,Soft tissue mass,"Aryepiglottic fold, left",thyroid
33893323_Fig3,,,
28828103_fig8,Pseudoaneurysm,Left,Pulmonary Artery
21569598_F1,tumor,pre-epiglottic space,epiglottis
28808620_fig0005,,,
17880731_F5,Lung cancer,,Lungs
17880731_F5,Lung cancer,,Liver
17880731_F5,Adenocarcinoma of the aorta,Vascular endothelium,Aorta
21731239_F2,Abscess,Anterior,Mediastinum
29110698_Fig1,suspicious for cancer (sus CA),lungs,Chest
11870519_fig4,Cervical carcinoma,,Cervical lining
21731223_F0004,tumor,,
21731223_F0004,tumor,,
21731223_F0004,tumor,,
34204868_brainsci-11-00741-f003,,,
18493606_pone-0002220-g002,,,terminal bronchi
21623061_F5,,Foramen,Thoracolumbar spine
34359516_foods-10-01646-f002,,,
28924121_g001,right pleural effusion,right pleural effusion,pleurium
18493606_pone-0002220-g004,NA,,terminal bronchi
21623061_F6,,Lamina of the T11 vertebra,Vertebrae
21623061_F6,,Pedicle of the T11 vertebra,Thoracic spine
34303363_Fig1,TMJ Arthritis,,TMJ
29214091_fig1,Lung Opacity/Consolidation,Lungs,Thoracic Cavity
32376120_fig0005,keratoconus,central,cornea
21623061_F8,Pulmonary cement embolus,pulmonary artery,pulmonary
34303363_Fig2,Temporomandibular joint dysfunction,Condyle,Right temporomandibular joint (TMJ)
28746524_f1,Diffuse Pneumonia,Left lung field within the pleura,Lung
33363688_fig0004,,surface,cartilage
34507535_Fig1,cerebral toxoplasmosis,right posterior temporal region,brain
34507535_Fig1,cerebral toxoplasmosis,left occipital region,brain
29414995_pone.0191783.g001,,,
33364175_fig2,,,
34564385_metabolites-11-00570-f001,Glioma,,Brain
34564385_metabolites-11-00570-f001,Glioblastoma Multiforme (GBM),Tumor region,Brain
34564385_metabolites-11-00570-f001,Glioblastoma Multiforme (GBM),Pointed by arrow,Brain
34564385_metabolites-11-00570-f001,Glioblastoma Multiforme (GBM),Tumor region,Brain
30046503_fig4,No disease mentioned,Right pleural space,Pleurium
30046503_fig4,No disease mentioned,Both lungs,Lungs
33415058_FIG3,signet ring cell,,gastric tissue
21645340_F1,Large ischemic stroke,left insular ribbon and ipsilateral frontal cortex,brain/central nervous system
34692663_F6,,,Viscera
30046503_fig6,Improvement after glucocorticoids treatment,Right pleurium,Chest
30046503_fig6,Improvement after glucocorticoids treatment,,Interstices
33415058_FIG4,Cancer,Signet ring cells,Gastric tissue
21645340_F3,Strokes,Left temporal and parietal cortex,Brain
34712371_fig0003,Hypointense polygonal mass,Inferior medial left,Pleur
34712371_fig0003,T2 hyperintense pleural effusion,Left,Pleur
30101182_f0005,,right-sided,diaphragm
33415058_FIG6,,,gastric
21592399_F1,dextrocardia,,heart
34712371_fig0004,mass lesion,inferior medial left pleural space,pleurium
30109162_FIG1,calcified nodule,right cardiophrenic junction,lung
33415058_FIG7,Hepatoid adenocarcinoma,,gastric tissue
21808515_F1,neurological abnormalities,,brain
21808515_F1,neurological abnormalities,left caudate nucleus,brain
21808515_F1,neurological abnormalities,anterolateral aspect of putamen,brain
21808515_F1,neurological abnormalities,intervening internal capsule,brain
21808515_F1,neurological abnormalities,recurrent artery of Heubner,brain
34692547_f1,Microvascular Invasion,,
23181178_F1,Pneumonia,Right pleural space,Lungs
33430198_molecules-26-00261-f004,Critical-size calvarial bone defect,critical-size calvarial bone defect area,Calvarium (Brain)
21808515_F2,Moyamoya,posterior end of the gyrus rectus,brain
21808515_F2,Moyamoya,posterior end of the gyrus rectus,brain
34804446_fig5,,,Brain
34804446_fig5,,,Brain
34804446_fig5,,,Brain
23181178_F2,effusion,lower lung fields or along the lateral chest wall,chest
23181178_F2,gastric distension,near the diaphragm,stomach
33430198_molecules-26-00261-f005,Polylactide Granules,,
33430198_molecules-26-00261-f005,Newly Formed Bone (NB),,Bone
33430198_molecules-26-00261-f005,Blood Vessels (BV),,
33430198_molecules-26-00261-f005,Foreign-Body Giant Cells (GC),,
33430198_molecules-26-00261-f005,Lymphocytes and Plasma Cells (LYM),,
21808518_F1,Calcified lesion,right occipital region,brain
21808518_F1,Calcified granuloma,left occipital lobe,brain
34834305_pharmaceutics-13-01890-f010,C6 glioma,,brain
34834305_pharmaceutics-13-01890-f010,C6 glioma,,brain
34834305_pharmaceutics-13-01890-f010,C6 glioma,,brain
34834305_pharmaceutics-13-01890-f010,C6 glioma,,brain
34834305_pharmaceutics-13-01890-f010,C6 glioma,,brain
34834305_pharmaceutics-13-01890-f010,C6 glioma,,brain
34834305_pharmaceutics-13-01890-f010,C6 glioma,,brain
34834305_pharmaceutics-13-01890-f010,C6 glioma,,brain
23181178_F3,,right side,chest
33598354_F3,Neurocysticercosis,,Central Nervous System (CNS)
21808520_F2,,,subgaleal space
34834305_pharmaceutics-13-01890-f013,,tumor site,tumor
23259097_fig2,Tumor,right hemithorax,right lung
23259097_fig2,Congestion,4th to 7th right costal arches,right lung
23259097_fig2,Tracheal deviation,leftward tracheal deviation,right lung
23259097_fig2,Pulmonary congestion,centralized intestinal luminogram,right lung
21808522_F1,subdural hematoma,posterior interhemispheric area,brain
34830575_jcm-10-05294-f001,_soft tissue lesion,,falciform ligament
34830575_jcm-10-05294-f001,portal vein thrombosis,,left portal vein
34830575_jcm-10-05294-f001,soft tissue infiltrating mass,periportal spaces,left hepatic lobe
33628227_fig6,Cryptococcus spp.,gastric mucosa,gastric
21808528_F3,atlantoaxial dislocation,CVJ,craniovertebral junction (CVJ)
21808528_F3,atlantoaxial dislocation,CVJ,craniovertebral junction (CVJ)
34830575_jcm-10-05294-f013,peritoneal carcinomatosis,,
34830575_jcm-10-05294-f013,peritoneal carcinomatosis,mesenteric fat stranding,abdomen
34830575_jcm-10-05294-f013,peritoneal carcinomatosis,small bowel segments,abdomen
23295616_f1-cln_67p1529,atelectasis,right lung,lung
33628227_fig9,Granulomatous Hepatitis,,Liver
21808510_F1,,posterior fossa region of the skull,skull
23295616_f2-cln_67p1529,primary graft dysfunction,both lungs,lungs
21808510_F2,hematoma,extradural space surrounding calcification,brain
21808510_F2,calcification,extradural space surrounding hematoma,brain
35039808_fig4,glenohumeral arthritis,joint space narrowing,shoulder
35039808_fig4,edema,deltoid and supraspinatus muscle belly,shoulder
23329919_s2sub9fig9,Scoliosis,,Spinal cord
23329919_s2sub9fig9,Kyphosis,,Spinal cord
23329919_s2sub9fig9,Lung involvement,,Lungs
33572451_cancers-13-00704-f002,,,tumor
23329919_s2sub10fig10,,right lower neck,neck
33578631_cells-10-00364-f007,COVID-19,,placenta
21789029_fig1,atelectasis,superior segment of the right lower lobe,lung
35254534_Fig44,inflammatory mass lesion,near the fourth lumbar vertebra,soft tissues
23329919_s2sub11fig11,,chest,ribo cage
33713706_fig1,Chronic CD,stenotic colonic tissues,colon
33713706_fig1,Intestinal Fibrosis,,colon
21808403_F2,Pneumonia/PLEURITIS,,LUNG
35273911_f2,,,
23329946_s4fig1,H1N1 Infection,Lower zones,Lungs
23329946_s4fig1,Respiratory Infection,Lower zones,Lungs
21729259_F1,infarction,within the pituitary gland,pituitary gland
35433110_F1,gliosis,"['right putamen', 'head of the caudate nucleus']",putamen
23329946_s4fig2,H1N1 infection,,lungs
33713706_fig3,,,
21740587_F2,myelolipoma,upper left retroperitoneal space,retroperitoneum
23329946_s4fig3,H1N1 infection,mediastinal and hilar regions,lymphatic system
33866973_Fig1,lymphovascular invasion,,lymphatic system
21682862_F11,,,
33875002_Fig3,,,urinary bladder
21699716_F2,hematoma,,brain
35317128_fig1,Diabetic Macular Edema (DME),,eye
33912860_f1,,,Middle Ear
33912860_f1,Inflammation,Round Window Niche,Round Window Membrane (RWM)
21814320_F1,,right paratracheal and hilar regions,mediastinum
23275923_F1,Lung Consolidation,Right Lung,Lungs
33912860_f2,,,Inner Ear
23304580_fig2,Infiltrates,Right lower zone of the lung,Lung
23304580_fig2,Pleural effusion,Right lower zone of the lung,Lung
21811352_F0002,Osteopenia,,Maxillae
21811352_F0002,Osteoporosis,,Maxillae
35355966_F2,Ischemic Stroke,,Brain
21814418_F3,Sylvian stroke,left Sylvian region,brain
23293382_F2,,,Chest
20440527_Fig4,,Right edge of the right abdominal wall,Abdominal wall
23320209_fig1,right perihilar alveolar infiltrates,near the right hilum,lung
23320209_fig1,chronic pulmonary infiltrates,widespread in the lung fields,lung
33912150_F2,,,Colon
21814382_F3,hematoma,duodenal wall,abdominal wall
35360265_fig6,,,
23320209_fig2,,,chest
33912578_F8,,,terminal ileum
21804718_F2,Chronic Lymphocytic Leukemia (CLL),,Bone marrow
35041137_Fig6,,muscle mass,pectoralis muscle
23347428_F1,Pulmonary Hemorrhage,,Lungs
33912552_F7,,from the mice,tumor
21854569_F2,tumor,,
21854569_F2,tumor,contralateral,mandible
35547371_F3,,,middle cerebral artery
30662206_F2,multiple pulmonary nodules,,pulmonary
21977082_F6,Tuberous sclerosis,,brain
21977082_F6,Tuberous sclerosis,subependymal,brain
35599951_fig3,,h hypertrophy around the orbit or mass lesions in bilateral orbits,orbit
35599951_fig3,,,orbit
35599951_fig3,,well-circumscribed area with T2 hyperintensity (fluid signal) around left eye,orbit
30662210_F3,Skeletal Dysplasia,,Thorax
34158798_fig1-11782234211016977,triple-negative breast cancer,,breast
34158798_fig1-11782234211016977,triple-negative breast cancer,,breast
34158798_fig1-11782234211016977,triple-negative breast cancer,,breast
34158798_fig1-11782234211016977,triple-negative breast cancer,,breast
21977082_F7,Cerebral Atrophy,Hemispheres,Brain
35601663_f0005,tumor,tumor,femur
30622891_fig1,Pleural Effusion,right-sided (right lung),Pleura
21977092_F4,,L2-3,Spine
30622891_fig2,Pleural Effusion,Lower part of the right lung,Pleurium
34102604_f0005,,,bladder
21977099_F2,Chiari Malformation,Subarachnoid Spaces,Brain
21977099_F2,Arachnoid Granulation Disorder,Subarachnoid Spaces,Brain
23476884_fig1,Abnormal air shadow near the trachea,Near the center of the chest,Trachea
23476884_fig1,Missing aortic knuckle on the left side,Left side,Aorta
21977105_F1,intracranial bone cyst,anterior fontanelle,brain
18662375_F3,,,pelvis
23559734_F1,Interstitial Edema,Interstitial Spaces,Lung
34258118_FIG2,Edema,,Uterus
34258118_FIG2,Polar Proliferative Changes,,Uterus
21859491_F2,retrosternal abscess,,sternum
21859491_F2,cortical irregularity,,bone
18769707_pcbi-1000159-g006,,,macaque brain
21819588_F1,Cancer,,Mesentery
21819588_F1,Ascites related to peritoneal dissemination,,Peritoneum
18664282_F4,Lesion A,,
18664282_F4,Lesion B,,
18664282_F4,Lesion C,,
23559737_F2,Opacity,,Lungs
23559737_F2,Hazy opacity,,Lung fields
34225702_Fig2,,,lungs
18500529_Fig1,Aneriosm,Left temporal lobe,Brain
22022659_F1,Bullet lodged in posterior fossa,Posterior fossa,Skull
22022659_F1,Hematoma,Medial temporal region,Skull
22022659_F1,Minimal intraventricular hemorrhage,Ventricles,Brain
25653877_fig5,Tuberculomas,Supra- and infratentorial regions,Brain
34421820_f2,,,Prostate
22022659_F5,,intracanalicular,bone
23560018_F1,Pulmonary edema,Alveolar spaces and interstitial tissues,Lung(s)
22022659_F7,,,
25648359_fig2,Exostosis,Posterior surface of the distal humerus,Humerus
25648359_fig2,Exostosis,Proximal to the olecranon,Humerus
23776883_F3,bilateral interstitial infiltrates,lung field,lungs
34391097_fig0006,P53,Nucleus,Tissue
22028966_fig1,,,Dialysis
25667907_f0015,status epilepticus,,brain
30733917_fig2,Cavitary Lesion,left lower lung field,Lungs
34441243_diagnostics-11-01308-f002,,,
25667899_f0005,cavernoma,left hemisphere,brain
25667899_f0005,resection,left medial temporal lobe,brain
30733916_fig3,pneumonia,lung parenchyma,lungs
34440671_cells-10-01903-f007,Osteoarthritis,,Cartilage
22028964_fig5,,,spinal canal
25667716_F0002,,Left lung,Lung
30740231_omy136F1,pleural effusion,right-sided,pleurium
34439143_cancers-13-03989-f002,,,Liver
22028716_fig1,chronic sinusitis,ethmoid roof on the right side,sinuses
25745531_F0002,Low bone density osteopenia or osteoporosis,,cranial
25745531_F0002,Tumor or enhancing lesion,,cranial
34036616_tri13927-fig-0004,edema,,pancreas
22028716_fig2,Chronic Sinusitis,Ethmoid Roof on Left Side,Nasal
25741104_f03,Prostate Cancer,Internal Gland,Prostate
25741104_f03,Hypoechoic lesion/nodule,Left Internal Gland,Left Internal Gland
34584697_ccr34774-fig-0005,,,stromal tissue
22028725_fig3,evolutive papillary lesion,,gallbladder
26448911_f0005,relapsing-remitting multiple sclerosis,,brain
26448911_f0005,migraine,,brain
26448911_f0005,contrast-enhancing lesion,,superior temporal lobe
26448911_f0005,contrast-enhancing lesion,,anterior temporal lobe
26448911_f0005,contrast-enhancing lesion,,middle cingulate gyrus
23900567_F1,,,
21970610_F2,Bilobar Cystic Mass,Inferior and Middle Lobes,Lung
26413548_fig1,Necrosis,Green areas within the brain,Brain
31355074_FIG1,pneumomediastinum,mediastinal soft tissue,mediastinum
21827700_F1,Lesions,,Skull
26430572_FIG1,right posterior pleural-based density,right lower area,abdomen
26430572_FIG1,epigastric mass with biliary stent,mid-epigastric region near the stomach,abdomen
26430572_FIG1,low-intensity left hepatic lesion,左上腹,肝
26430572_FIG1,multiple lymph nodes in left supraclavicular station,左胸上部,淋巴结
31681530_fig1,,,
26413538_fig2,Uterine Fibroids,,Uterus
26413538_fig2,Uterine Fibroids,,Uterus
26413538_fig2,Uterine Fibroids,,Uterus
26413538_fig2,Uterine Fibroids,,Uterus
31624225_f1-amjcaserep-20-1530,,,Heart
31624225_f1-amjcaserep-20-1530,,left lung at cranial section,Lung
22087558_F3,cancer,"the tumor's size, shape, and position within the 3D image",tumor
26284300_f3,Kidney,,Kidneys
26284300_f3,Prostate Tumors,,Prostate
31687292_FIG2,Pulmonary abnormalities,,Lung
31687292_FIG2,Puluar abnormalities,,Lung
34691385_f2,carcinoma,,organ unspecified (default to skin in absence of more info)
31661031_Fig1,tuberculosis,,lungs
