27464298_f2-cln_71p404,T1-weighted spin-echo (SE) coronal MR image,glomeruli,kidney
27464298_f2-cln_71p404,multiplanar gradient-recalled echo (GRE MPGR),glomeruli,kidney
27464298_f2-cln_71p404,gradient-recalled echo (GRE MPGR),glomeruli,kidney
27464298_f2-cln_71p404,fast spoiled gradient-recalled echo (FSPGR),glomeruli,kidney
27464298_f2-cln_71p404,gradient-recalled echo (GRE MPGR),glomeruli,kidney
27464298_f2-cln_71p404,fast spoiled gradient-recalled echo (FSPGR),glomeruli,kidney
27464298_f2-cln_71p404,gradient-recalled echo (GRE MPGR),glomeruli,kidney
27464298_f2-cln_71p404,fast spoiled gradient-recalled echo (FSPGR),glomeruli,kidney
22412782_F1,lung,alveoli,lung
29121583_fig0010,lymphocytic phlebitis,vein wall,vein
20694149_pone-0011927-g003,TPC,maxillary,mandibular
20694149_pone-0011927-g003,MFB,maxillary,mandibular
27464298_f3-cln_71p404,signal-to-noise ratio,phantom,phantom
22412782_F6,lung infections,empty,lung
22412782_F6,fluid accumulation,empty,lung
29121583_fig0015,Hematoxylin and Eosin (H&E) staining,tissue,tissue
20694149_pone-0011927-g005,bifurcated mandibular fat body,branches,mandibular
27935825_DMM027326F5,M. tuberculosis-infected,site of injection,lung
22416168_F1,inner flange,trachea,trachea
22416168_F1,inner flange,left main bronchus,left main bronchus
29163541_F1,lung pathology,pathology,lungs
20694149_pone-0011927-g006,TPC,tympanic membrane,ear
28104946_F3,facial nerve,anterosuperior part,internal auditory canal
28104946_F3,vestibular nerve,posterior part,internal auditory canal
28104946_F3,cochlear nerve,anteroinferior part,internal auditory canal
22481994_F1,pleural effusion,pleural space,lungs
29126417_Fig4,angiomatoid nodules,nodules,spleen
20694149_pone-0011927-g017,vibrations,vestibular,periotic bone
28104946_F4,facial colliculi,colliculi,cerebellum
22296612_F1,chest x-ray,lung,lung
29214173_fig9,chondrocytes,glomeruli,kidney
28104946_F5,right AICA,right AICA,heart
28104946_F5,left AICA,left AICA,heart
22296612_F2,tuberculosis,lung fields,lung
28626156_fig_005,electric shock,proximal femur,bone marrow
28626156_fig_005,electric shock,distal femur,bone marrow
28626156_fig_005,electric shock,proximal femur,bone marrow
20663221_F2,haematoma,medial compartment,thigh
28078151_fig4,tram track sign,axial view,optic nerve sheath
28078151_fig4,tortuosity,right side,optic nerve
22296612_F3,infiltrates,zones,lung
29142215_Fig1,western blot analysis,unknown,unknown
20694158_F3,brain,brain,brain
28078151_fig5,doughnut sign,sheath,optic nerve sheath
22481951_fig1,dislocated sternal segments,sternum,sternum
30013444_F3,PRDX4,LUAD cells,LUAD
30013444_F3,pleural involvement,,pleura
21206629_F0001,inflamed pancreas,head,pancreas
28473865_fig4,segmentation,breast,breast
22481951_fig2,fractures,ribs,ribcage
30008919_f1-ol-0-0-8938,non-small cell lung cancer,alveolar structure,lung
21120293_f3-cln_65p953,plagiocephaly,cranial fossa,skull
21120293_f3-cln_65p953,asymmetry,anterior fossa,skull
21120293_f3-cln_65p953,asymmetry,meatus,ear
28491313_fig1-2050313X17700347,hyperintensities,brain,brain
22481951_fig3,callus-like formation,sternum,sternum
29989073_F1,vacuolization,seminiferous tubules,testes
29989073_F1,vacuolization,seminiferous tubules,testes
29989073_F1,spermatogonia,seminiferous tubules,testes
29989073_F1,pachytene spermatocytes,seminiferous tubules,testes
29989073_F1,leptotene stage spermatocytes,seminiferous tubules,testes
21120293_f4-cln_65p953,neurocentral synchondrosis,vertebral body,vertebra
21120293_f4-cln_65p953,pseudo-Jefferson fracture,lateral mass,vertebra
28844017_f0010,renal tumors,kidney section,kidney
22479281_F1,perigastric gas accumulation,perigastric,stomach
22479281_F1,pericolic gas accumulation,pericolic,colon
30046344_fig2,inflammation,renal tissue,kidney
30046344_fig2,tubular dilation,renal tissue,kidney
30046344_fig2,glomerular abnormalities,glomeruli,kidney
30046344_fig2,inflammation,renal tissue,kidney
30046344_fig2,tubular dilation,renal tissue,kidney
30046344_fig2,glomerular abnormalities,glomeruli,kidney
30046344_fig2,inflammation,renal tissue,kidney
30046344_fig2,tubular dilation,renal tissue,kidney
30046344_fig2,glomerular abnormalities,glomeruli,kidney
21120293_f5-cln_65p953,posterior arch rachischisis,posterior arch,spine
29245264_F3,cystic mass,spinal cord,spinal cord
22493608_F1,pericardial calcification,empty,pericardium
22493608_F1,constrictive pericarditis,empty,pericardium
22493608_F1,end-stage renal disease,empty,kidney
30026870_F4,flow cytometry,empty,tumor
30026870_F4,H&E staining,empty,tumor
30026870_F4,F4/80 staining,empty,tumor
30026870_F4,flow cytometry,empty,spleen
21120293_f6-cln_65p953,assimilation of the posterior arch of the atlas,posterior arch of the atlas,cervical spine
21120293_f6-cln_65p953,splitting deformity of the anterior arch,anterior arch,cervical spine
21120293_f6-cln_65p953,agenesis of the odontoid process,odontoid process,cervical spine
29349091_fig2-2324709617750179,infarction,right posterior frontal,cortex
29349091_fig2-2324709617750179,cortical vein thrombosis,right posterior frontal,cortex
22536265_fig4,lungs,alveoli,lungs
22536265_fig4,heart,ventricles,heart
22536265_fig4,ribs,costal,ribs
22536265_fig4,clavicles,sternal,clavicles
29992093_fig2,prostatic carcinoma,glomeruli,renal
21120293_f8-cln_65p953,spinal bifida occulta,vertebral arches,spine
21120293_f8-cln_65p953,malsegmentation,posterior spine elements,spine
21120293_f8-cln_65p953,rib intrinsic anomalies,posterior spine elements,ribs
21120293_f8-cln_65p953,partial fusion,,ribs
21120293_f8-cln_65p953,broadening,,ribs
21120293_f8-cln_65p953,bifid rib,,ribs
29335483_Fig4,ischemia,right MCA territory,MCA
22628940_F1,pulmonary infiltrates,bilateral,lung
22628940_F1,cavities,ill-defined,lung
22628940_F1,crescent sign,cavities,lung
30005364_fig0020,chronic colitis,colonic mucosa,colon
21120293_f9-cln_65p953,unsegmented bar,upper vertebrae,lumbar spine
29440532_F1,hippocampal damage,hippocampus,hippocampus
22629395_pone-0037436-g001,TSPOT.TB,indeterminate,lung
22629395_pone-0037436-g001,QFT-GIT,indeterminate,lung
30013343_f8-ijn-13-3897,toxicity,organs,organs
21120293_f10-cln_65p953,failure of fusion,spinous processes,lumbar vertebrae
21120293_f10-cln_65p953,malsegmentation,,lumbar vertebrae
29692374_F1,knee,knee,knee
22655281_F4,HIV,"cavities, consolidations, interstitial infiltrates",lung
22655281_F4,TB,"cavities, consolidations, interstitial infiltrates",lung
30089122_pone.0200615.g002,arthritic paws,paw,paw
20959010_F1,liver,,liver
20959010_F1,spleen,,spleen
20959010_F1,kidneys,,kidneys
20959010_F1,intestines,,intestines
20959010_F1,spine,,spine
20959010_F1,abdominal muscles,,abdomen
29692374_F2,bursae,FCL-popliteus bursa,knee
29692374_F2,bursae,popliteus bursa,knee
29692374_F2,bursae,medial gastrocnemius bursa,knee
29692374_F2,bursae,popliteal bursa,knee
22880174_F2,mediastinal shifting,empty,mediastinum
30092405_fig5,tumor nodules,lung surface,lung
30092405_fig5,tumor nodules,lung tissue,lung
20959010_F4,abnormalities,body,body
29692374_F3,SM-TCL bursa,SM-TCL bursa,knee
29692374_F3,popliteal bursa,popliteal bursa,knee
22673136_F1,lung mass,left upper lobe,lung
29526865_fig_001,lung inflammation,inflammatory cell clusters,lung
20300899_Fig3,ossified ligamentum flavum,ligamentum flavum,ligamentum flavum
29692374_F4,deep infrapatellar bursa,deep infrapatellar bursa,knee
29692374_F4,lateral gastrocnemius bursa,lateral gastrocnemius bursa,knee
22891085_F0001,opacity,right-sided paracardiac,lung
30563160_cancers-10-00494-f003,papillary thyroid carcinoma,papillary thyroid carcinoma,thyroid
30563160_cancers-10-00494-f003,tall cell variant of PTC,tall cell variant of PTC,thyroid
30563160_cancers-10-00494-f003,invasive encapsulated follicular variant of papillary thyroid carcinoma,invasive encapsulated follicular variant of papillary thyroid carcinoma,thyroid
21060769_F5,tumor,lung area,lung
29692374_F5,meniscal grade II,meniscus,knee
22935547_F1,pneumothorax,left side,lung
22935547_F1,pneumothorax,right side,lung
22935547_F1,rib fractures,,ribs
22935547_F1,subcutaneous emphysema,,soft tissues
22935547_F1,lung opacities,right side,lung
30662792_F4,adipose tissue,adipose,tissue
21060698_F1,intussusception,intussuscipiens,intestine
21060698_F1,intussusception,intussuscipiens,intestine
21060698_F1,intussusception,intussuscipiens,intestine
29692374_F6,articular cartilage changes,changes,knee
29692374_F6,bone marrow edema,intensity,knee
23056897_F0001,consolidation,lungs,lung
30631810_f3,actin,,tissue
30631810_f3,desmin,,tissue
21060708_F1,surgical emphysema,subcutaneous tissues,chest
21060708_F1,pneumomediastinum,trachea and vessels,chest
29793116_f0045,xenograft tumor,heterogeneous signal intensity,tumor
23056750_F0001,right costophrenic sinus,right,pleura
30740201_rjy340F4,parenchymal fibrosis,parenchymal,kidney
30740201_rjy340F4,lymphoplasmacytic infiltrate,vein,kidney
21060708_F3,air infiltration,empty,omentum
29997565_F1,Imaging Command Following,,
23056776_F0001,elevation of the right hemidiaphragm,hemidiaphragm,right hemidiaphragm
30740206_rjz005F2,small bowel diverticulum,top part,small bowel
21060713_F2,pancreatic mass,inside pancreas,pancreas
30039022_F3,fusiform thickening,muscles,orbit
23056776_F0002,right hemidiaphragm,right hemidiaphragm,diaphragm
30740206_rjz005F3,acquired diverticulum,mucosa layer,diverticulum
21060713_F5,low-density mass,pancreas tissue,pancreas
30039053_F5,renal mass,mass,kidney
23056848_F0001,Acute Lymphoblastic Leukemia,lung fields,lung
23056848_F0001,Strongyloidiasis,lung fields,lung
30740206_rjz005F4,ulceration,,diverticulum
30740206_rjz005F4,fibrinopurulent exudates,,diverticulum
30740206_rjz005F4,food debris,upper left,diverticulum
21297933_F4,thickening or ossification,C2 vertebral,spinal
30211011_fig1,hyperintensity,,pubic symphysis
30211011_fig1,hyperintensity,,prostatic urethra
30211011_fig1,hyperintensity,,left adductor muscle
23056848_F0002,Loeffler's-like syndrome,lung fields,lung
23056848_F0002,Acute Lymphoblastic Leukemia,lung fields,lung
23056848_F0002,Strongyloidiasis,lung fields,lung
31252589_materials-12-02068-f007,angiogenesis,tissue,tissue
21297933_F5,post-operative defect of laminectomy,spinal canal,spinal canal
21297933_F5,thickening and ossification of the ligamentum flavum,ligamentum flavum,spinal canal
21297933_F5,thickening and ossification of the posterior longitudinal ligament,posterior longitudinal ligament,spinal canal
30723652_FIG3,soft tissue mass,right frontal lobe,brain
30723652_FIG3,vasogenic edema,empty,brain
30723652_FIG3,necrosis,posterior margin,brain
22997503_fig1,hepatocellular carcinoma,nodules,liver
31284478_molecules-24-02475-f001,dihydroartemisinin,,colon
31284478_molecules-24-02475-f001,oxazolone-induced colitis,,colon
31284478_molecules-24-02475-f001,dihydroartemisinin,,colon
31284478_molecules-24-02475-f001,oxazolone-induced colitis,,colon
21286227_SHORTS-10-075F1,lesions,liver lesions,liver
30830917_pone.0211121.g001,blood markers,glomeruli,kidney
30830917_pone.0211121.g001,profiles,glomeruli,kidney
30830917_pone.0211121.g001,phenotypes,glomeruli,kidney
23091328_F1,catheter,right subclavian artery,chest
31284478_molecules-24-02475-f002,TNBS-induced colitis,colon,colon
21445312_pone-0017932-g012,Acrocanthosaurus atokensis,braincase,braincase
30838323_F1,brain,cerebrum,brain
22989346_F1,aortic dissection,aorta,heart
22989346_F1,mediastinal mass,mediastinum,heart
22989346_F1,lymphadenopathy,heart,heart
22989346_F1,artifact,heart,heart
31284478_molecules-24-02475-f005,dihydroartemisinin DHA,empty,colon
31284478_molecules-24-02475-f005,"2,4,6-trinitro-benzene sulfonic acid TNBS",empty,colon
21445312_pone-0017932-g013,Acrocanthosaurus atokensis,braincase,skull
30868033_FIG1,hemorrhagic cavernous malformation,right optic chiasm,optic chiasm
23094190_fig1,opacity mass,left lateral anterior,mediastinum
31666618_Fig2,retinal atrophy,empty,eye
31666618_Fig2,degenerative changes,retina,eye
31666618_Fig2,selective outer retinal degeneration,outer retinal layer,eye
21445312_pone-0017932-g014,Acrocanthosaurus atokensis,braincase,brain
30854447_F5,prostate tumor,ROI,prostate
23057758_F2,mediastinal dilation,increased width,mediastinum
32211513_F4,cerebellar atrophy,folia,cerebellum
21445312_pone-0017932-g015,basisphenoid,basisphenoid recess,skull
21445312_pone-0017932-g015,exoccipital,paroccipital process,skull
21445312_pone-0017932-g015,basioccipital,,skull
21445312_pone-0017932-g015,basisphenoid,,skull
21445312_pone-0017932-g015,exoccipital,foramen magnum,skull
31175270_Fig4,schizophrenia,myocardium,heart
23013845_F1,pulmonary interstitial emphysema,right lung field,lung
23013845_F1,pulmonary interstitial emphysema,left lung field,lung
32201658_FIG1,breast tissue,tissue,breast
21445312_pone-0017932-g016,Acrocanthosaurus atokensis,braincase,skull
31175468_Fig8,A549 cells,cells,cells
23013845_F2,pulmonary interstitial emphysema,right lung field,lung
23013845_F2,growing pseudocystic changes,right lung field,lung
32201666_FIG3,inverted growth pattern,tissue,tissue
21448278_pone-0017926-g003,ATONs,peripheral area,tumor
21448278_pone-0017926-g003,ATONs,,NHP region
21448278_pone-0017926-g003,ATONs,peripheral area,tumor
31174503_Fig1,hepatic cavernous hemangioma,right lobe,liver
31174503_Fig1,hepatic cavernous hemangioma,right lobe,liver
31174503_Fig1,hepatic cavernous hemangioma,right lobe,liver
23013845_F3,pulmonary interstitial emphysema,right lung,lung
23013845_F3,mediastinal shift,left,lung
32201659_FIG3,sarcoid myopathy,muscle,muscle
32201659_FIG3,granulomatous inflammatory myopathy,muscle,muscle
21375769_F2,tumor,bones,knee
31263612_fig1,MRI,unknown,unknown
23013845_F4,pulmonary interstitial emphysema,decompressed areas,lung
23013845_F4,mediastinal shift,mediastinal shift,lung
32257789_fig5,veno-occlusive disease,subpleural space,pleura
32257789_fig5,hemangiomatosis,alveolar septa,alveolar septa
32257789_fig5,hemangiomatosis,interlobar septum,interlobar septum
21468248_F2,coronary sinus ostial atresia,coronary sinus,heart
31263612_fig2,tumors,brain,brain
23013845_F5,pulmonary interstitial emphysema,pulmonary interstitial,lungs
21461273_F1,P. westermani,right upper lobe,lung
31263612_fig3,MRI,body,body
23166552_F1,pneumonic consolidation,right upper and lower lung fields,lung
23166552_F1,pneumonic consolidation,left lung field,lung
32415137_Fig1,tumor,kidney,kidney
21572624_F2,leiomyoma,abdominal cavity,abdomen
31723793_F1,Bing-Neel syndrome,intramedullary tumor infiltration,spinal cord
31723793_F1,Bing-Neel syndrome,intradural tumor infiltration,spinal cord
31723793_F1,Bing-Neel syndrome,,nerve roots
23166552_F4,pneumonic infiltration,reduced area of opacity,lung
23166552_F4,effusion,pleural space,lung
32448273_Fig6,inflammation,skin,skin
21572613_F1,liver abscesses,liver tissue,liver
31723793_F2,contrast-enhancing lesions,cervical and thoracic spinal cord,spinal cord
31723793_F2,contrast-enhancing lesions,intradural lumbar nerve roots,spinal cord
23166559_F1,ill-defined density,right lower lung,lung
23166559_F1,blunted costophrenic angle,right lower lung,lung
32448273_Fig9,inflammation,epidermal thickness,skin
32448273_Fig9,infiltration,immune cell infiltration,skin
32448273_Fig9,inflammation,CD3 positive T cells,skin
32448273_Fig9,inflammation,epidermal thickness,skin
32448273_Fig9,inflammation,immune cell infiltration,skin
32448273_Fig9,inflammation,CD3 positive T cells,skin
32448273_Fig9,inflammation,epidermal thickness,skin
32448273_Fig9,inflammation,immune cell infiltration,skin
32448273_Fig9,inflammation,CD3 positive T cells,skin
21572614_F2,inflammatory swelling,gland,right submandibular gland
31607936_F4,finite element mesh,three dimensional,left ventricle
27326388_f1-tm-14-01,polycythemia,peribronchial interstitium,lung
27326388_f1-tm-14-01,COPD,peribronchial interstitium,lung
27326388_f1-tm-14-01,COPD,,spine
32528842_fig3,small cell carcinoma,mucosa,tracheal
21414214_F1,primary tumor,tumor,thorax
21414214_F1,mediastinal lymph nodes,lymph nodes,thorax
31821107_f6,hyperintense regions,muscles,gastrocnemius muscles
27365560_F2,emphysematous bullae,right upper lung zone,lung
32461377_f4,breast cancer,metastatic lung,lung
32461377_f4,breast cancer,lung metastasis areas,lung
21414214_F2,primary tumor,thoracic cavity,thorax
21414214_F2,hydrothorax,pleural cavity,thorax
27366341_fig2,pleural effusions,lower lung fields,pleural
27366341_fig2,pleural effusions,pleural space,pleural
27366341_fig2,pleural effusions,pleural cavity,pleural
32524782_F5,residual tumor,tiny nests,rectal cancer
21418591_F7,lung metastases,metastases,lung
27330953_fig3,radiolucent column,lateral aspect,neck
27330953_fig3,central venous catheter,right internal jugular vein,neck
32636402_Fig7,TNBS,ileum,ileum
21418591_F8,metastases,lung fields,lung
27877062_f1-ccid-9-443,psoriatic patients,glomeruli,kidney
27877062_f1-ccid-9-443,psoriasis controls,glomeruli,kidney
32636416_Fig4,oral lesions,lesions,tongue
27882259_fig1,right lung agenesis,right side,right lung
27882259_fig1,dextrocardia,right side,heart
32774435_fig3,colon tissue,tissue,colon
21293066_F1,hepatic tumor,tissue,liver
32384463_F1,lesion,T5 level,spinal cord
32384463_F1,lesion,C7 to T7,spinal cord
28008207_fig2-1,peribronchial thickening,lower lobes,lungs
32818094_fig5,inflammatory cell infiltration,sclera,sclera
21607644_Fig2,Schatzker type IV fracture,proximal tibia,tibia
